GEO_ID,GEO_ID2,SUMLEVEL,GEO_NAME,Geography,REGION,PRIMARY_LATITUDE,PRIMARY_LONGITUDE,TOTPOP,PCTMALES,PCTFEMALE,POPCHPCT,POPDENS,POP0_5PCT,POP85PCT,MEDAGE,POPWAPCT,POPBAPCT,POPNAPCT,POPAAPCT,POPPAPCT,POPHSPCT,POPWNPCT,TOTHU,PCTVACANT,HMOWNVAC,RENTVAC,PCTMBLHM,PCTBLT2014,PCTBLT2010_13,PCTBLT2000_09,HUMNR,PCTOWNER,PCTRENTER,MOV2015,MOV2010_14,MOV2000_09,PCTNOVHCL,HOUSHEATFUEL,PCTNOPLBG,MEDHOMVAL,MED_MTMRG,OWNRMTHLYCST,MED_GRRNT,RENTRMTHLYCST,TOTHH,PCTHFOFMNOHS,PCTHHUNDR18,PCTHHUOVER65,AVGHHSZE,PCTMALESEPARATD,PCTMALEDIVORCD,PCTFEMALESEPARATD,PCTFEMALEDIVORCD,PCTPOP9THGRD,PCTNODIPLOMA,PCTPOPHSGRD,PCTBATCHLRS,PCTLIVESMHS,PCTLIVEDRCO,PCTLIVDFST,PCTFORBRN,PCTSPKENGNTWL,PCTLABFORCE,PCTEMPLOYED,PCTUNEMPLD,PCTLABFEMALE,PCTEMPFEMA,MEANTRAVTIM,PCTSERVOCC,PCTFRMFSHOCC,PCTAGRFRFSH,PCTSERVIND,PCTSLFEMP,PCTHHHUNDR10K,PCTHH200K,MEDHHINC,MEANHHINC,PCTRECSOC,PCTRECRET,MEANRETINC,PCTRECSSI,PUBLICASSIST,PERCPHHINC,PCTFMINPOV,PCTPOV,PCTCHLDPOV,PCT65POV,MEDDWELLAGE,MDYRSRESID,HASMORTGAGE,HSMORTGAGELON,PCTGRPQRTRS,GINIINDX,PCTCHGRNT,PCTCHGMRG,PCTCHNGHOMVAL,PCTCHGRENTER,PCTCHGUNEM,PCTCHGRAVTIM,PCTWTRCVG,NEARCTYPOP,CSTOFLIVNG,MARINANUM,NUMBOTRMPS,EPAREGFAC,CRIMINDEX,HAILRSKAVG,HURRSKAVG,TORNRSKAVG,WNDRSKAVG,POUNDS_17,VALUE_17,DEALERNUM_17,COMMPMT_17,PNDSPRPOP_17,VALUPRPOP_17,DEALERNUMPRPOP_17,COMMPRPOP_17,RECPSSRMODESH_17,RECPSSRMODECH,RECPSSRMODEPR_17,RECPSSRMODESHPOP_17,RECPSSRMODECHPOP_17,RECPSSRMODEPRPOP_17
0600000US1500790180,1500790180,60,"Eleele-Kalaheo, HI","Eleele-Kalaheo CCD, Kauai County, Hawaii",Hawaii,21.9153614,-159.5286533,9527,51.9,48.1,28.03386642,265.3059066,7,1.8,40.9,33.3,0.1,0.3,37,6.7,15.6,29.1,3319,11.8,1.1,1.4,0,0.5,1.4,11.8,5,67.3,32.7,11.3,26,22.3,2.9,0,0,578200,2430,36.8,1408,34,2928,10.3,29.5,39.8,3.25,0.3,5.5,1.4,12,4.9,2.6,21.3,25.2,84.3,3.4,4.1,19.8,11.9,68.2,64.4,2.5,67.9,62.7,24.1,35.2,1.650231435,4.3,30.1,14.5,6,7.9,82467,91037,36.3,21.1,32226,1.8,1,30140,6.5,7.6,2.7,9.1,34,13,57.9,0.253807107,0.241419125,0.3937,102.2988506,85.35469108,180.4073715,8.167938931,-28.57142857,-0.823045267,34.50850948,105.1,5,1,1,106,86.33333,0,36.5,0,0,36390,29730,1,25,3819.670410412512,3120.604597459851,0.10496483677967881,2.6241209194919706,4,299,35,0.419859347,31.3844862,3.673769287
0600000US1500790540,1500790540,60,"Hanalei, HI","Hanalei CCD, Kauai County, Hawaii",Hawaii,22.1999113,-159.4985796,5844,50.9,49.1,-7.939508507,47.51651666,6,1.7,45.9,68.3,0.1,0.7,9,5.1,7.8,63.6,4960,57.4,5.7,67.5,0,0.1,1,19.4,4.4,70,30,10.2,26.7,33.5,3.7,0,2.5,742400,2589,52.8,1638,56.1,2111,5,28.5,36.1,2.77,1.2,9.9,1.7,12.8,2.5,2.6,23,26.9,90.6,0.3,2,13.8,7.3,59.6,56.9,2.5,56.9,55.3,19.5,27.6,1.053820098,5.1,25.9,20.3,6.6,6.7,70313,88556,38.1,23.1,34561,3.8,0.7,33932,8.6,12.5,16.2,10.8,30,11,56,0.270635995,0,0.4417,67.31358529,55.12282804,132.2177041,-17.88764045,19.04761905,-10.13824885,43.83350953,111.8,5,0,2,149,99.83333,0,31.66667,0,0,64715,155811,4,28,11073.75085557837,26661.704312114987,0.68446269678302529,4.7912388774811774,10,1,40,1.711156742,0.171115674,6.844626968
0600000US1500791080,1500791080,60,"Kapaa, HI","Kapaa CCD, Kauai County, Hawaii",Hawaii,22.0904889,-159.3064559,8105,46.2,53.8,5.92002091,2244.621576,7.1,1.7,40.8,33.1,2.1,0.5,30.1,5.1,8.2,31.7,3658,25.7,3,13.2,0,0.4,1.7,13.3,4.4,57.2,42.8,5.9,30.7,25.6,4.6,0,0.7,449400,1878,35.7,1358,25.7,2717,9.1,27.3,32.9,2.96,0,9.6,0.5,10.4,2.3,4.1,33.3,18,90.7,0.6,0.7,13.5,7.9,62.2,58.6,3.6,57.8,56,28,25.1,0,1.1,21.9,9.7,4.3,2.5,72449,82892,36.2,21.1,30856,7.3,3,29494,10.2,14.3,18.6,7.7,32,12,72.7,2.638352638,0.900678593,0.3927,81.06666667,45.46862897,138.7885228,-1.587511478,-21.73913043,29.03225806,74.05978068,98.7,5,0,1,93,191.33333,0,31,0,0,165061,429296,3,44,20365.330043183218,52966.810610734115,0.37014188772362738,5.4287476866132014,22,64,42,2.714373843,7.896360271,5.181986428
0600000US1500791260,1500791260,60,"Kaumakani-Hanapepe, HI","Kaumakani-Hanapepe CCD, Kauai County, Hawaii",Hawaii,22.0053299,-159.5992211,4133,48.8,51.2,20.21524142,34.09432941,6.2,2.5,42.3,20.8,0.3,0.2,48,10.8,13.6,16.7,1336,8.2,2.3,0,0.1,0,0,4.5,5,50.9,49.1,6.6,16.1,16.5,2.1,0,0.2,402100,1884,22.9,1003,13.5,1227,10.7,30.9,45.1,3.37,1.2,7.7,4.2,4.8,7.1,2.7,35.1,18.1,89.8,1.4,1.3,22.3,15.6,66.7,63.3,3.2,61,55.5,22.7,25.5,7.208872458,8.4,22.2,5.4,3.1,5,77906,83857,41,28.1,15112,4.7,2.9,27380,2.6,5.4,1.5,5.5,42,20,75.5,0,0,0.3642,240,53.67047308,119.3671577,-4.105565217,-25.58139535,1.339285714,19.12952207,108.6,5,0,1,56,56.66667,0,36.33333,0,0,77038,247019,0,22,18639.729010404066,59767.481248487784,0,5.3230099201548509,6,0,0,1.451729978,0,0
0600000US1500791440,1500791440,60,"Kekaha-Waimea, HI","Kekaha-Waimea CCD, Kauai County, Hawaii",Hawaii,22.0723026,-159.7348342,5337,48.1,51.9,4.136585366,59.1112268,7.9,3.7,43.1,21.7,0.3,0.9,42.5,22.4,11.4,16.2,2343,25.4,2.2,2.3,0,0,1.1,10.7,4.7,60.3,39.7,7.4,21.2,23.3,5.6,0,0.3,376000,1851,33.5,1152,39.1,1749,11.3,29,37.9,3.02,1.4,6.1,0.6,7.7,10.1,3.5,30.1,16.2,90.7,0.2,1.6,14.5,5.6,64.1,60.2,3,55.7,53.3,26,27.7,5.808177302,5.7,20.1,4.4,3.7,6.8,65378,79689,38.3,24.1,23113,1.8,2.1,29695,5.7,8.1,7.7,6,38,16,45.1,0,1.16170133,0.4324,93.2885906,40.97486672,110.5263158,1.154215116,-25,3.585657371,55.60722984,166.7,5,0,1,122,99.16667,0,34.66667,0,0,76740,212243,1,25,14378.864530635188,39768.221847479857,0.18737118231216041,4.6842795578040102,14,0,0,2.623196552,0,0
0600000US1500791620,1500791620,60,"Koloa-Poipu, HI","Koloa-Poipu CCD, Kauai County, Hawaii",Hawaii,21.8805412,-159.4452894,6208,47.6,52.4,14.87786825,255.2945599,7.1,2.6,39.9,42.1,0.2,0.6,23.8,7.1,13.4,37.9,3651,39.9,2.4,7.1,0,0.3,2.9,10.1,4.3,56.2,43.8,10,25.5,29.8,4.8,0,0.6,640800,2279,41.7,1215,41.3,2194,9.5,24.7,37.2,2.79,0.3,8.7,1.1,11.9,2.9,3.9,29.7,21.5,85.3,1.6,4,11.1,5.9,65.2,61.2,3.1,60.1,56.3,18.4,30.6,0.626649077,2.3,24.7,11.1,6.5,9.1,70417,88402,37.1,22.8,37897,2.2,2.6,33622,9.9,13.9,20.5,6.6,37,12,55.4,0.648824006,1.449742268,0.4678,67.81767956,49.93421053,154.0840603,3.493892216,-18.42105263,-2.127659574,58.53136233,100.9,5,0,2,83,98.83333,0,37.66667,0,0,83088,294319,5,18,13384.0206185567,47409.632731958758,0.80541237113402064,2.8994845360824741,12,0,0,1.932989691,0,0
0600000US1500792160,1500792160,60,"Lihue, HI","Lihue CCD, Kauai County, Hawaii",Hawaii,21.9654253,-159.3325817,6878,52.5,47.5,33.2429291,1118.367374,5.9,4.5,45.2,24.5,2.2,0.5,45,4.1,9.6,23.3,2617,11,3.2,0,0,0.6,3.4,9.4,4.7,60.8,39.2,6.9,28.9,27.3,9.2,0,0.5,539700,2607,34.1,1044,32.7,2328,10.4,28.7,41.7,2.91,1.8,11.1,2.7,9.7,3.4,2.9,41.3,15,85.7,1.4,1,17.1,11.1,69.3,66.2,2.3,68.2,68.2,16.3,22.7,0,0.6,15.3,9.8,4.5,7.1,64211,97620,36.5,23.5,29058,4.8,8.8,35135,1.7,5.6,4.4,4.9,37,12,54.9,0,1.43937191,0.4908,41.27198917,72.5347452,120.7361963,-8.366006985,109.0909091,17.26618705,65.20958237,96.7,5,1,1,407,192.8,0,37,0,0,89120,195422,7,33,12957.255015993022,28412.619947659201,1.0177377144518756,4.7979063681302705,37,880,53,5.379470776,127.9441698,7.705728409
0600000US1500792340,1500792340,60,"Niihau, HI","Niihau CCD, Kauai County, Hawaii",Hawaii,21.8660331,-160.2320721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.58278915,142.4,5,0,0,0,51,0,18.5,0,0,,,,,,,,,,,,,,
0600000US1500792970,1500792970,60,"Puhi-Hanamaulu, HI","Puhi-Hanamaulu CCD, Kauai County, Hawaii",Hawaii,21.9919132,-159.3989062,11374,52.2,47.8,65.80174927,144.3278595,5.6,1.6,37.7,14.4,0.3,0.7,56.2,10.8,9,12.3,3085,12.9,0.7,10.9,0.6,0.3,0.3,24.6,4.6,67.1,32.9,7,17,35.7,5.2,0,0,446700,2338,30.3,1278,37.6,2686,11.4,45.3,38.9,4.1,0.8,6.7,1.4,11,6.8,4.6,39.6,13.1,86.6,1.5,1.1,27.6,13.6,68.8,67.3,1.5,70.2,69.4,20.1,34.6,0.966757123,2.2,29.9,4.2,4.1,5.8,76780,93485,37.3,20.9,15944,4.2,4.9,25782,4,5.1,2.6,10.6,28,14,70.8,0,3.200281343,0.4083,76.27586207,77.12121212,133.2637076,5.045380875,-44.44444444,12.92134831,28.48906008,96.9,5,1,2,20,65,0,34.8,0,0,15727,34486,2,6,1382.714963952875,3032.0028134341478,0.17583963425356075,0.52751890276068225,8,0,0,0.703358537,0,0
0600000US1500793780,1500793780,60,"Wailua-Anahola, HI","Wailua-Anahola CCD, Kauai County, Hawaii",Hawaii,22.1270048,-159.3440621,13687,48.1,51.9,25.88062172,198.0589069,5.3,2.5,44.8,40.2,0.7,0.4,22.2,12.8,9.9,37.2,5664,18.4,0.6,12.2,0.6,0.3,2.4,15,4.8,66.7,33.3,6.1,29.3,28.8,4.1,0,0.1,572500,1955,41.3,1458,45.4,4623,9.3,31.8,33.6,2.95,1.1,10.6,1.6,12.1,3,4.5,28.7,21.3,91.2,1,2.7,9.6,4.2,66.8,62.7,4,63.1,59.9,24.7,29.5,0.592467203,1.6,22.9,11.1,5.7,6,66518,83705,34.4,20.1,27123,3.4,2.3,31388,7.8,10.1,7.1,8.1,31,12,57.6,0.356911097,0.482209396,0.422,79.55665025,41.46164978,143.8245315,-11.85294118,5.263157895,0.816326531,36.16616517,100.5,5,0,1,47,120.625,0,31,0,0,23609,62391,1,10,1724.9214583181122,4558.4130927157157,7.306202966318405E-2,0.73062029663184047,6,0,0,0.438372178,0,0
0600000US1500990090,1500990090,60,"East Molokai, HI","East Molokai CCD, Maui County, Hawaii",Hawaii,21.1311732,-156.8352374,4143,46.2,53.8,-11.62542662,33.7259235,5.2,3.7,43.2,17.3,0.5,0.3,26.8,33.6,4.2,15.9,2170,32.3,2.6,28.5,0.8,0.1,0.3,10.6,4.2,68.9,31.1,4.6,21.3,28.8,7.2,0,0.4,301500,1508,30.8,739,38.7,1470,14.1,34.2,47.1,2.81,0.1,8.7,0.7,10.4,3.5,3.5,42.6,11.4,99.3,0.1,0.4,16.8,8.6,57.2,55.9,1.3,55.1,53,10.8,28.4,6.142778085,9.3,15.8,6.4,11.3,0.6,43833,59684,47.4,25.2,29309,5.7,2.6,21999,4.2,10.3,7.2,8.5,39,15,54.5,0,0.120685494,0.4475,25.46689304,61.11111111,94.64170433,-17.12094241,-80.3030303,-42.85714286,58.79597977,56.5,5,1,1,88,102,0,18.6,0,0,18021,166298,3,7,4349.7465604634326,40139.512430605842,0.72411296162201311,1.6895969104513637,70,1,32,16.8959691,0.241370987,7.723871591
0600000US1500990360,1500990360,60,"Haiku-Pauwela, HI","Haiku-Pauwela CCD, Maui County, Hawaii",Hawaii,20.919112,-156.2595519,9226,52.2,47.8,10.13489316,154.1468531,5.9,1.5,48.2,68.5,1.1,0,7.5,5.2,9,63.6,4045,14.5,0,3.9,0,0.5,1.5,19,4.8,64.9,35.1,7.1,22.5,27.8,2.3,0,0,761900,2800,48.9,1560,21.5,3459,12.2,25.1,32.8,2.67,0.8,13.8,1,17.2,1.4,3.2,25.1,22.6,89,1.2,4.5,7.9,2.1,63.6,61,2.6,64.3,61.7,25.8,17.4,0.442571128,3,9,15.2,3.7,11.5,81629,106241,34.7,18.3,29528,2.3,2.4,41649,8.6,10.6,10.4,15.4,27,14,56.5,0,0,0.4361,85.71428571,70.3163017,141.8730159,-10.73370402,-27.77777778,-12.83783784,46.68021741,100.1,5,0,1,43,77.85714,0,16.28571,0,0,61258,256154,0,19,6639.7138521569468,27764.361586819854,0,2.0593973553002383,2,0,0,0.216778669,0,0
0600000US1500990450,1500990450,60,"Hana, HI","Hana CCD, Maui County, Hawaii",Hawaii,20.7341498,-156.1069788,1726,52.2,47.8,-6.954177898,8.050825891,4.8,0.3,34.9,20.9,0,0,0.8,46.7,3.5,20.9,864,39,4.9,26.5,3.4,0,0,15,3.9,65.8,34.2,8.9,21.1,20.1,3.2,0,3.2,412600,2250,41.6,1140,41.7,527,14.2,24.7,37.8,3.28,0.8,8.5,0,7.9,1.6,3.5,39.6,14.3,96.9,1.6,0,2.9,0.2,69.6,64.2,5.4,67,64.4,15.9,30.8,3.131991051,8.2,24,13.6,10.4,7,66161,79139,41.7,27.9,19275,3.6,0,27027,6.3,11,13,6.1,38,17,33.4,0,0,0.4671,80.66561014,72.01834862,51.08019041,-4.498113208,28.57142857,-37.64705882,43.85702703,123,5,0,2,76,70,0,21,0,0,55117,198422,2,12,31933.371958285054,114960.60254924682,1.1587485515643106,6.9524913093858638,13,0,0,7.531865585,0,0
0600000US1500990900,1500990900,60,"Kahului, HI","Kahului CCD, Maui County, Hawaii",Hawaii,20.878197,-156.4793696,30706,51,49,52.50819509,5346.55916,6.5,3,37.5,11,0.9,0.2,51.5,10.7,11,7.6,8438,8.4,0,7.2,0.6,1.2,2.6,16.1,4.7,56.7,43.3,10.8,28.6,27.1,9.7,0,1,539700,2459,28,1183,31.3,7726,18.7,46,41.5,3.77,1.5,9.6,2,12.6,6.5,6.8,39,12.4,86.6,2.3,0.6,30.2,21.2,64.2,60.8,3.3,63.2,60.4,20.5,34.6,1.175338511,2.3,23,4.2,4,6,76141,88506,43.3,30.5,18834,6.2,5.6,23830,5.2,9.8,10.4,8.8,41,11,69.7,0,5.038103302,0.3839,84.26791277,50.39755352,138.2781457,-5.256052142,-5.714285714,0.985221675,14.00234682,91.8,5,0,1,334,193.5,0,18,0,0,54339,218816,7,29,1769.6541392561714,7126.1642675698558,0.22796847521657004,0.94444082589721878,23,9,15,0.749039276,0.293102325,0.488503875
0600000US1500991530,1500991530,60,"Kihei, HI","Kihei CCD, Maui County, Hawaii",Hawaii,20.7831105,-156.4650291,24482,50.1,49.9,23.37852139,639.902097,5,1.4,40,52.1,0.8,0.3,20.5,3.2,12.7,45.2,15296,39.4,1.1,42.6,0.4,0.5,0.9,16.9,3.5,51.3,48.7,13.9,39.7,28.8,6.5,0,0.3,532800,2350,39.2,1468,41.3,9274,9,30.7,28.6,2.63,0.6,11.6,1.6,13.8,2.7,3.6,27.1,20.5,83.3,1.4,4.8,19.2,8.7,70.5,66,4.1,68.2,63.2,20.8,30.3,0.038358266,1.3,25.8,10.2,5.3,5.5,71019,86062,32,17.6,24707,2.8,2.5,33420,6.2,8.4,10,7.7,31,7,71.8,1.344537815,0.526917735,0.4216,75.80838323,31.65266106,110.2604578,-3.607674175,17.14285714,-1.421800948,46.35364478,96.1,5,1,4,174,74.5625,0,18,0,0,59226,182480,4,33,2419.16510089045,7453.6394085450538,0.16338534433461319,1.3479290907605588,43,339,41,1.756392452,13.84690793,1.674699779
0600000US1500991890,1500991890,60,"Kula, HI","Kula CCD, Maui County, Hawaii",Hawaii,20.600356,-156.42133,13506,48.3,51.7,38.82207832,58.53555166,4.2,1.7,50.8,59.4,0.2,0.2,12.3,9.6,7.5,55.9,7856,32.8,2.2,38.8,0.3,0.5,1.8,23.7,4.3,69,31,7.4,29,31.4,2.3,0.6,1.1,871900,2822,40.6,1542,50.8,5280,7.3,22.2,40,2.55,1.1,10.6,0.9,12.9,1.1,1.5,20.9,27.5,91.3,0.7,2.5,8.5,2.6,61.5,58.8,2.5,60.6,58.3,28.8,18.3,1.550731059,5.7,14.3,14,6.7,15.2,77308,124302,39.9,23.2,26515,3,2.5,49074,8.9,12.5,12.5,8.4,31,11,63.1,0.109859929,0.496075818,0.5372,58.47893114,39.56478734,96.90605239,-23.42551854,31.57894737,5.494505495,50.93224996,102.1,5,0,0,93,88.5,0,15.5,0,0,59244,217405,0,16,4386.4948911594847,16096.919887457427,0,1.1846586702206428,7,0,0,0.518288168,0,0
0600000US1500991980,1500991980,60,"Lahaina, HI","Lahaina CCD, Maui County, Hawaii",Hawaii,20.9145445,-156.6471756,23568,51.1,48.9,31.17381867,247.3115047,7.4,1.6,39.6,44.8,0.3,0.1,29,4.4,13.5,35.8,12074,36.4,2,37.1,0.2,0.3,1.2,17.9,3.4,50.7,49.3,10.2,34.6,29.9,5.3,0,0.6,637000,2572,46.6,1430,37.8,7674,10.2,31.9,33.1,3.02,2.2,9.1,1.7,11.3,4.2,5.3,33.9,19,80.6,1,4.2,26.2,15.5,72.2,69.1,2.7,64.9,62,16.1,35.9,0.57590417,1.1,39.9,7.1,3.1,8.1,73709,99499,33.2,18.6,25175,3.3,2,33912,4.5,7.2,9.3,5,36,9,69.1,0.308562612,1.616598778,0.4655,61.21758737,27.45292369,128.0701754,1.373440164,-10,2.547770701,54.79383217,79.5,5,1,2,225,149.17647,0,18,0,0,68316,182152,5,28,2898.6761710794294,7728.7847929395784,0.2121520706042091,1.1880515953835709,21,1087,30,0.891038697,46.12186015,1.272912424
0600000US1500992070,1500992070,60,"Lanai, HI","Lanai CCD, Maui County, Hawaii",Hawaii,20.8408648,-156.9281974,3203,50.5,49.5,0.313185092,22.70559284,5.8,3.2,46.3,17,2,0,54.1,9.1,5.7,13.5,1561,20.2,3.7,7.6,0.6,0,0,18.4,4.2,51.5,48.5,7.7,28.1,22.7,7.8,0,0,401600,1679,30.8,863,26.1,1246,16.3,29.8,35.6,2.57,1.1,7.3,9.3,8.8,8.2,4,34.3,17.2,93.4,0.1,0.9,34.7,20.4,61.1,57.9,3.2,52.8,49.3,11.5,52.4,0.974658869,0,50.4,7.5,1.9,3.6,48750,67944,39.7,27.2,14958,7.4,2.4,27698,7.8,7.6,12.5,10.2,32,13,64.2,0,0.124882922,0.4138,98.3908046,49.64349376,184.6208363,-3.910409556,-3.03030303,-15.44117647,59.73009911,67.6,5,1,1,73,109.5,0,18,0,0,4430,27796,2,5,1383.0783640337183,8678.1142678738688,0.62441461130190445,1.5610365282547611,0,23,0,0,7.18076803,0
0600000US1500992250,1500992250,60,"Makawao-Paia, HI","Makawao-Paia CCD, Maui County, Hawaii",Hawaii,20.8766882,-156.3408796,20563,50,50,11.9379423,474.9170956,5.7,1.7,41.1,38.1,0.1,0.2,22.7,8.8,11.2,35.3,7763,9,0.5,4.1,0.3,0,0.9,8.8,5,64,36,5.7,29.4,23.1,2.4,0,0.6,617200,2344,37.2,1298,42.5,7067,11.2,32.5,28.7,2.85,1,11.3,1,15.9,1.7,3.5,32.4,17.5,90.2,1.1,1.1,9.4,4.4,68.3,65.3,2.9,64.6,62.7,25.8,20.3,1.435274634,2.3,12.2,9,5.1,6.3,75497,87260,30,19.8,24128,2.8,2.7,31202,6.5,11,15,9.3,36,13,68.1,0.198982976,1.95496766,0.3935,49.71164937,53.00261097,151.6102731,-4.427826087,0,0.389105058,22.22655932,101.5,5,0,0,122,100.90909,0,16,0,0,406421,1523090,2,47,19764.67441521179,74069.445119875512,9.7262072654768272E-2,2.2856587073870545,3,0,0,0.145893109,0,0
0600000US1500993060,1500993060,60,"Puunene, HI","Puunene CCD, Maui County, Hawaii",Hawaii,20.8621115,-156.4585175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92.5,,0,0,52,,,,,,,,,,,,,,,,,,,
0600000US1500993330,1500993330,60,"Spreckelsville, HI","Spreckelsville CCD, Maui County, Hawaii",Hawaii,20.907931,-156.4264188,339,49.6,50.4,0.59347181,17.48350107,3.2,6.8,50.5,78.8,0,3.5,10.9,3.8,3.5,75.2,188,38.8,0,53.1,0,0,0,27.1,6.1,80,20,7,41.7,14.8,7,0,0,2000000,3403,29.3,,0,115,8.7,38.3,46.1,2.95,0,0,0,7.3,4.9,0,11.3,22.7,100,0,0,19.8,3.7,58.3,54.3,4,60.6,53.3,18.3,7.5,0,0,26.1,6,0,39.1,143250,250085,38.3,19.1,37073,7.8,0,85668,11.2,10.6,28.3,0,23,8,81.5,8.695652174,0,0.5082,,26.59970238,217.3595684,-35,-52.94117647,-13.67924528,55.29412475,94.5,,0,0,0,,,,,,1084,4318,1,1,3197.6401179940999,12737.463126843657,2.9498525073746311,2.9498525073746311,16,0,0,47.19764012,0,0
0600000US1500993690,1500993690,60,"Waihee-Waikapu, HI","Waihee-Waikapu CCD, Maui County, Hawaii",Hawaii,20.9497481,-156.5293984,7647,49.2,50.8,125.1103915,139.8668386,7.5,0.9,39.4,28.3,0.2,0.4,23.1,18.1,14.8,23.7,2346,4.6,0,0,0.3,1.1,7.5,39.3,5.3,82.8,17.2,6.1,23.4,49.9,0.6,0,0.8,516900,1951,26.9,1357,32.3,2239,12.2,43.9,28.6,3.41,0.2,11.4,2.7,11.1,1.9,2.9,30.4,17.8,93.1,0.7,2.5,7.5,5.1,72.6,68.6,3.9,72.6,70.8,21.3,20.7,0.700700701,1.5,11.9,9.2,2.5,9.1,100117,109153,31.2,25.1,34347,4.1,2.4,32990,1.6,5.2,4.5,1.9,18,11,81.9,0.215866163,0.065385118,0.3512,57.24217845,2.146596859,84.27807487,-17.90909091,56,-6.986899563,45.94077986,88.5,5,0,0,18,114.5,0,18,0,0,39277,210720,2,12,5136.2625866352819,27555.904276186739,0.26154047338825681,1.5692428403295409,0,0,0,0,0,0
0600000US1500993870,1500993870,60,"Wailuku, HI","Wailuku CCD, Maui County, Hawaii",Hawaii,20.8926473,-156.5017651,22234,48.1,51.9,26.16467117,3856.89426,7.3,2.1,38.9,22.8,0.5,0.1,35.9,14.1,11.8,16.9,7996,7.1,1.3,3.5,0.7,0.7,3.6,19.3,4.7,58,42,11.3,31.2,28.7,9.2,0,0.8,457100,2095,31.4,1165,40.7,7426,12.8,34.1,33.2,2.98,1.5,11.9,1.4,13.7,2.8,6.3,29.7,14.9,86.2,0.9,2.7,17.2,9.6,70.1,65.7,4.3,66.4,63.3,22,27.9,0.376598353,0.5,22.3,6.4,5.9,7.8,71729,92437,34,19.9,26066,5.1,4,32164,8.1,11.8,14.1,8.5,31,10,66.2,0.858667904,0.607178196,0.4469,79.78395062,40.32150033,103.6987522,16.84149856,38.70967742,0,6.814570981,89.4,5,0,0,312,177.07692,0,18,0,0,81205,435660,3,23,3652.2892866780603,19594.315013043084,0.13492848790141224,1.0344517405774938,0,0,0,0,0,0
0600000US1500993960,1500993960,60,"West Molokai, HI","West Molokai CCD, Maui County, Hawaii",Hawaii,21.1629133,-157.1901883,2751,47.8,52.2,7.084468665,21.89825999,8.5,2.3,33.7,11.3,0.3,0.3,9.9,64,4.9,10.9,1496,41.3,0.7,25.3,1.1,0,1.2,9.4,4.4,60.7,39.3,6.6,21.1,36.8,4.2,0,0.9,226500,1220,41.4,858,50,878,11.7,37.5,39.3,3.13,0.8,5.2,0,9.3,3.6,3.6,39.2,9.5,91,1.8,0.3,5.7,2.6,55.1,50.8,4.1,49.4,47,17.2,20.7,5.174129353,8.3,6.9,8.5,15,2.8,34643,57157,41.5,15.5,13053,9,3.3,19021,24.9,28.5,41.6,18.7,35,13,43.9,0,0,0.5329,54.87364621,38.63636364,72.37442922,20.37559055,-34.92063492,0.584795322,56.04177068,45,5,0,0,63,100,0,15.5,0,0,1944,2744,1,5,706.65212649945477,997.45547073791352,0.36350418029807346,1.8175209014903673,1,0,0,0.36350418,0,0
