GEO_ID,GEO_ID2,SUMLEVEL,GEO_NAME,Geography,REGION,PRIMARY_LATITUDE,PRIMARY_LONGITUDE,TOTPOP,PCTMALES,PCTFEMALE,POPCHPCT,POPDENS,POP0_5PCT,POP85PCT,MEDAGE,POPWAPCT,POPBAPCT,POPNAPCT,POPAAPCT,POPPAPCT,POPHSPCT,POPWNPCT,TOTHU,PCTVACANT,HMOWNVAC,RENTVAC,PCTMBLHM,PCTBLT2014,PCTBLT2010_13,PCTBLT2000_09,HUMNR,PCTOWNER,PCTRENTER,MOV2017,MOV2015_2016,MOV2010_14,MOV2000_09,PCTNOVHCL,HOUSHEATFUEL,PCTNOPLBG,MEDHOMVAL,MED_MTMRG,OWNRMTHLYCST,MED_GRRNT,RENTRMTHLYCST,TOTHH,PCTHFOFMNOHS,PCTHHUNDR18,PCTHHUOVER65,AVGHHSZE,PCTMALESEPARATD,PCTMALEDIVORCD,PCTFEMALESEPARATD,PCTFEMALEDIVORCD,PCTPOP9THGRD,PCTNODIPLOMA,PCTPOPHSGRD,PCTBATCHLRS,PCTLIVESMHS,PCTLIVEDRCO,PCTLIVDFST,PCTFORBRN,PCTSPKENGNTWL,PCTLABFORCE,PCTEMPLOYED,PCTUNEMPLD,PCTLABFEMALE,PCTEMPFEMA,MEANTRAVTIM,PCTSERVOCC,PCTFRMFSHOCC,PCTAGRFRFSH,PCTSERVIND,PCTSLFEMP,PCTHHHUNDR10K,PCTHH200K,MEDHHINC,MEANHHINC,PCTRECSOC,PCTRECRET,MEANRETINC,PCTRECSSI,PUBLICASSIST,PERCPHHINC,PCTFMINPOV,PCTPOV,PCTCHLDPOV,PCT65POV,MEDDWELLAGE,MDYRSRESID,HASMORTGAGE,HSMORTGAGELON,PCTGRPQRTRS,GINIINDX,PCTCHGRNT,PCTCHGMRG,PCTCHNGHOMVAL,PCTCHGRENTER,PCTCHGUNEM,PCTCHGRAVTIM,PCTWTRCVG,NEARCTYPOP,CSTOFLIVNG,MARINANUM,NUMBOTRMPS,EPAREGFAC,CRIMINDEX,HAILRSKAVG,HURRSKAVG,TORNRSKAVG,WNDRSKAVG,POUNDS_18,VALUE_18,DEALERNUM_18,COMMPMT_18,PNDSPRPOP_18,VALUPRPOP_18,DEALERNUMPRPOP_18,COMMPRPOP_18,RECPSSRMODESH_18,RECPSSRMODECH,RECPSSRMODEPR_18,RECPSSRMODESHPOP_18,RECPSSRMODECHPOP_18,RECPSSRMODEPRPOP_18
0600000US1500790180,1500790180,60,Eleele-Kalaheo,Kauai County,Hawaii,21.9153614,-159.5286533,9246,52,48,24.25749227,257.4806828,9,1.5,40.9,31.8,0.1,0.5,36.8,7.4,17.2,28.5,3370,14.6,1,1,0,0.6,1,13.1,5,67,33,2.9,13,23,21.6,2.8,0,0.2,587900,2361,36.2,1434,33,2877,11.4,29.3,41.5,3.21,0.6,4.2,0.7,12,3.7,0.8,22,25.1,85.5,1.8,3.4,16,7.5,67.9,64.6,2.4,68.4,64,24.9,34.6,1.670494884,4.6,29.1,13.1,5.1,9,85781,96532,39.8,25.2,30177,1.9,0.9,32194,7.6,7.6,6.3,6.1,34,13,56.6,0.622083981,0.259571707,0.3988,106.0344828,80.09153318,185.1115422,9.160305344,-31.42857143,2.469135802,34.50850997,105.1,5,1,1,106,86.33333,0,36.5,0,0,32249,39971,1,16,3487.886654,4323.05862,0.108154878,1.730478045,2,327,42,0.216309756,35.36664504,4.542504867
0600000US1500790540,1500790540,60,Hanalei,Kauai County,Hawaii,22.1999113,-159.4985796,6232,48.8,51.2,-1.827347196,50.67127528,5.7,1.7,45.6,64.2,0,0.7,14.3,3.7,7.3,61.6,5047,56.4,5.4,61.3,0,1,1.1,19.8,4.5,70,30,3.8,14.2,24.6,29.7,4.7,0,1,789600,2744,49.4,1541,52.8,2199,5.3,31.4,43.3,2.83,1.1,10.6,1.2,12.9,3.3,2.1,19.9,26.6,89.7,0.6,2.3,17.2,8.9,60.1,58.5,1.6,58.9,58.1,20.3,33.6,0.740218541,4.3,24.3,21.6,6.8,8.9,73438,95269,43.4,23.7,35905,3.3,0.8,35366,8,12.3,14.5,9.4,30,10,58,0,0,0.46,57.40551583,64.40982624,146.9815452,-17.88764045,-23.80952381,-6.451612903,43.8335097,111.8,5,0,2,149,99.83333,0,31.66667,0,0,78538,167103,4,24,12602.37484,26813.70347,0.641848524,3.851091142,22,0,52,3.530166881,0,8.344030809
0600000US1500791080,1500791080,60,Kapaa,Kauai County,Hawaii,22.0904889,-159.3064559,7926,45.7,54.3,3.580763199,2195.049045,6.6,1.4,40.8,37.3,1.3,0.5,31.4,5.2,5.3,36.4,3621,27.8,3.2,16.8,0,0.4,1.8,11.2,4.6,57.2,42.8,5.3,7,27.2,21.7,3.4,0,0.7,456500,1997,33,1360,26.1,2615,11.8,26.5,33.7,3,0,9.3,0.4,9.4,2.2,4,31.3,24.2,89.4,0.8,0.6,17.1,10.9,65.3,62.8,2.5,59.7,59.7,28.2,22.7,0,1,23.5,11.4,4.1,2.9,88521,88881,34.5,22,28916,5.2,3.1,31923,7.4,11.6,12.8,7.3,33,13,70.2,3.344481605,0.883169316,0.3525,81.33333333,54.6862897,142.5611052,-1.587511478,-45.65217391,29.95391705,74.05978345,98.7,5,0,1,93,191.33333,0,31,0,0,187305,537850,3,36,23631.7184,67858.94524,0.378501136,4.542013626,47,52,34,5.929851123,6.560686349,4.289679536
0600000US1500791260,1500791260,60,Kaumakani-Hanapepe,Kauai County,Hawaii,22.0053299,-159.5992211,4049,47.9,52.1,17.77196044,33.40138887,6.6,2.3,41.5,17,0.2,0.2,49.7,10.8,13.1,13.8,1326,10.6,2.5,0,0.2,0,0,5.3,5,53.5,46.5,0.5,8,15.9,16,2.4,0,0.3,409600,1889,22.5,971,16.1,1186,13.1,30.1,46.5,3.41,1.3,9.3,0.2,6.4,8,3.9,36.2,15.6,89.7,0.7,1.3,22.1,13.5,68.6,64.7,3.6,63.6,58.2,22.3,29.3,6.195502524,6.8,27.6,6.8,1.9,4.9,70568,81962,41.4,24.2,15268,3.4,0.6,26820,4.1,5.9,2.2,3.4,37,21,72.9,0,0,0.3733,229.1525424,54.07830343,123.4588107,-9.183478261,-16.27906977,-0.446428571,19.12952296,108.6,5,0,1,56,56.66667,0,36.33333,0,0,55600,167347,0,16,13731.78563,41330.45196,0,3.951592986,6,0,0,1.48184737,0,0
0600000US1500791440,1500791440,60,Kekaha-Waimea,Kauai County,Hawaii,22.0721708,-159.7350694,5524,48.2,51.8,7.785365854,61.18238974,5.9,3.4,42.3,19.6,0.4,0.7,37.7,22.4,13.2,14.9,2311,22.6,2.1,0.7,0,0.5,0.6,13,4.7,59.9,40.1,4.9,7.7,21.6,21,6.5,0,0.2,406300,2025,24.4,1027,36.7,1789,13.2,27.9,35.6,3.05,1.1,6.4,1.2,8.9,8.7,3.5,30.8,15.8,92.2,0.4,2,15.4,6,63.9,60.5,2.7,59.3,57,26.8,28.7,6.111929308,6.1,19.6,4.6,3.4,7.7,77888,86293,37.3,22.2,25582,2.4,2.1,31037,4.2,7.1,7,3,36,16,44.8,0,1.104272266,0.4212,72.31543624,54.22696116,127.4916013,2.173401163,-32.5,6.772908367,55.60722971,166.7,5,0,1,122,99.16667,0,34.66667,0,0,55848,193150,2,24,10110.06517,34965.60463,0.362056481,4.34467777,12,0,0,2.172338885,0,0
0600000US1500791620,1500791620,60,Koloa-Poipu,Kauai County,Hawaii,21.8805412,-159.4452894,6574,49.6,50.4,21.65062916,270.3457662,7.3,2.6,39.9,38.4,0.4,0.7,23.5,8.6,13.8,34.2,3686,38.5,1.7,7.5,0,0.4,2.8,10.6,4.4,55.1,44.9,3.6,14,22,25.4,5,0,0.2,636500,2298,38.1,1243,46.9,2268,9.7,27.4,39,2.86,0.9,8,0.8,12.1,2.3,2.8,29.8,21.9,86.6,1.3,3,10.6,5.1,64.5,60.8,2.9,60.3,57.6,19.3,30.9,0.351101181,2.6,24.5,11,6,8.7,72833,89954,37.2,24,34377,3.3,2.3,33201,10.5,13.4,18.7,6.7,38,12,56.6,0.64,1.353818071,0.46,71.68508287,51.18421053,152.3790642,6.093053892,-23.68421053,2.659574468,58.53136349,100.9,5,0,2,83,98.83333,0,37.66667,0,0,107489,311778,4,15,16350.62367,47425.92029,0.60845756,2.28171585,4,0,0,0.60845756,0,0
0600000US1500792160,1500792160,60,Lihue,Kauai County,Hawaii,21.9654253,-159.3325817,7212,50.6,49.4,39.71328942,1172.675922,3.6,2.9,45,23.9,1.9,0.6,44.8,3.4,8.9,22.4,2623,13.6,3.2,0,0,0.8,2.3,8.7,4.8,60.8,39.2,3,12.9,27.7,25.8,5,0,0.5,575000,2595,30.6,1206,30.2,2266,6.9,29.9,38.6,3.14,0,12.6,3.5,9.1,6,4.1,36.4,18.8,87.2,1.4,3.3,22,12.4,70.2,67.5,2.1,68.5,68.5,16.1,29.7,0,0.5,22.8,9.1,4.2,7.7,72143,91231,31.6,19.9,26599,5,1.4,31003,0,4,0,6,42,10,53,0,1.400443705,0.4317,63.19350474,71.74056916,135.1738241,-8.366006985,90.90909091,15.82733813,65.20958094,96.7,5,1,1,407,192.8,0,37,0,0,102237,219301,6,31,14175.95674,30407.79257,0.831946755,4.29839157,24,914,27,3.327787022,126.7332224,3.743760399
0600000US1500792340,1500792340,60,Niihau,Kauai County,Hawaii,21.9133172,-160.1946278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.58278915,142.4,5,0,0,0,51,0,18.5,0,0,,,,,,,,,,,,,,
0600000US1500792970,1500792970,60,Puhi-Hanamaulu,Kauai County,Hawaii,21.9848386,-159.4136731,11060,52.7,47.3,61.2244898,140.3434252,6,1.8,38.8,16.6,0.4,0.6,54.7,8.1,9.1,14,3056,12.8,0.6,7.6,0.3,0.2,0.4,21.1,4.7,65.1,34.9,4,7.7,14.8,33.2,4.2,0,0,477600,2377,21.8,1203,40.6,2666,13.2,42.9,43.2,4,0.9,7.4,1.4,11.3,7.7,5.5,36.3,14.1,88.7,1,1.3,30.2,15.2,67.6,65.6,1.9,68.4,66.8,18.6,35.7,0.856683919,2,26.8,4.8,5.4,8.1,82961,100119,41.4,22.4,20378,5.3,5.3,27880,4.1,5.1,3.5,7.1,30,15,71.7,0,3.580470163,0.4227,65.93103448,80.07575758,149.3994778,11.43111831,-29.62962963,4.494382022,28.48905973,96.9,5,1,2,20,65,0,34.8,0,0,18042,38700,2,6,1631.283906,3499.095841,0.180831826,0.542495479,3,0,0,0.27124774,0,0
0600000US1500793780,1500793780,60,Wailua-Anahola,Kauai County,Hawaii,22.1273683,-159.3706773,13554,48.4,51.6,24.65740826,196.134331,5.3,2.6,45.3,40.4,1,0.4,19,12.7,11.3,36.9,5753,19,1.4,10.1,0.2,0.8,2.7,13.3,4.8,68.2,31.8,1.8,6.5,27.9,25.1,4.9,0,0.1,583400,1950,39,1475,47,4658,10.3,30.1,37,2.9,1.2,10.8,1.2,12.2,2.8,4.1,28.8,20.7,91.1,1.1,3,8.1,3.8,64.6,61,3.5,61.2,57.9,24.2,30.2,0.639441942,2.6,24.2,11,4.9,7.2,72746,89630,38,21,31415,3.5,2.1,33896,7.5,9.6,8,8,34,14,55.1,0.283196979,0.479563229,0.4269,81.65024631,41.09985528,148.4667802,-15.82352941,-7.894736842,-1.224489796,36.16616659,100.5,5,0,1,47,120.625,0,31,0,0,30897,75417,1,10,2279.548473,5564.187694,7.38E-02,0.737789582,4,0,0,0.295115833,0,0
0600000US1500990090,1500990090,60,East Molokai,Maui County,Hawaii,21.1311732,-156.8352374,4380,48.4,51.6,-6.56996587,35.65521216,6.2,4.6,43.5,18.7,0.6,0.3,27.2,33.2,3.6,17.4,2194,31,2.4,22.6,0.9,0,0.1,12,4.2,69.6,30.4,1.1,6.6,18.9,27.4,6.6,0,0.1,295300,1579,28.4,789,53.4,1513,12.2,33.6,46.1,2.89,0.2,6.5,0.6,8.9,3.1,3.4,43.6,11.5,99.6,0.1,0.3,17.6,8,56.2,54.9,1.2,55.9,53.8,10.4,27.8,5.090137858,8.7,13.4,6.7,12.7,0.9,49896,62504,46.1,21.9,33323,8.7,2.2,22686,7.2,11.9,12.1,10,39,17,52.4,0,0.136986301,0.461,33.95585739,68.6965812,90.63912201,-18.98638743,-81.81818182,-44.97354497,58.79597962,56.5,5,1,1,88,102,0,18.6,0,0,19140,156522,2,7,4369.863014,35735.61644,0.456621005,1.598173516,103,0,24,23.51598174,0,5.479452055
0600000US1500990360,1500990360,60,Haiku-Pauwela,Maui County,Hawaii,20.919112,-156.2595519,9933,50.8,49.2,18.57466874,165.9593195,6,1.2,44.4,65,1.2,0,8.4,3.6,11.6,55.9,4140,13.4,0,4.8,0,0.5,4.6,18.2,4.9,60.8,39.2,1.8,13.8,22.1,22.8,2.5,0,0,760100,2681,37.8,1730,27.6,3587,13.3,27.9,38.8,2.77,0,9.4,1.2,17.6,1.7,4.9,30.4,24.9,89.1,1,4.5,7,1.5,63.1,61,2.1,63.6,60.5,26.2,14.4,1.19724026,5.1,9.5,15.8,3.8,10.6,85831,111984,36.4,19,31496,2.8,3.1,41503,6.7,8.3,4.9,13,29,13,53.6,0,0,0.4267,105.952381,63.07785888,141.3015873,-0.306586826,-41.66666667,-11.48648649,46.68021744,100.1,5,0,1,43,77.85714,0,16.28571,0,0,58140,240024,1,17,5853.216551,24164.30082,0.100674519,1.711466828,1,0,0,0.100674519,0,0
0600000US1500990450,1500990450,60,Hana,Maui County,Hawaii,20.7341498,-156.1069788,1642,50.2,49.8,-11.48247978,7.659012812,6.3,0.6,41.2,23.8,0,0,0.9,54.6,0,23.8,809,38.4,4.2,28.9,4.2,1.1,1.7,15.8,4.2,64.5,35.5,6,6.2,17.5,17.3,2.4,0,2.2,403500,2160,54.9,1117,38.7,498,17.3,22.5,46.2,3.3,0.9,8.3,1.8,6.6,2,2.9,37.2,14.8,98.7,1.3,0,1.9,0.3,65.6,60.9,4.7,62.5,59.7,16.1,31.1,2.595797281,9.8,24.1,14,11,4.6,75000,80481,50.8,35.9,20006,2.8,1.8,27178,7.2,12,17.3,5.5,37,20,29.6,0,0,0.4463,77.02060222,65.13761468,47.74807763,-0.867924528,11.9047619,-36.8627451,43.85702703,123,5,0,2,76,70,0,21,0,0,57873,186131,3,13,35245.4324,113356.2728,1.827040195,7.917174178,3,0,0,1.827040195,0,0
0600000US1500990900,1500990900,60,Kahului,Maui County,Hawaii,20.878197,-156.4793696,32312,51.2,48.8,60.48475216,5626.197472,5.9,2.7,37.5,10.9,1.1,0.1,53.4,11.5,8.9,8.5,8529,7.2,0.2,7.1,0.4,2.7,2.7,15.5,4.8,59.4,40.6,4.1,12.3,27,25,7.7,0,1,563500,2467,29.5,1221,30.6,7914,17.1,47.3,42.7,3.88,1.3,8.2,1.9,10.2,7,7.1,37.6,13,89,2.5,0.7,34,21,65.2,62.1,3,64.9,61.7,21.8,36.7,0.80362268,1.6,25,4.1,3,8.5,81614,94924,42.4,29.9,20893,5.9,4.1,24773,6.3,10,11.9,8.4,39,11,71.5,0,5.010522407,0.3867,90.18691589,50.88685015,148.785872,-11.16387337,-14.28571429,7.389162562,14.00234682,91.8,5,0,1,334,193.5,0,18,0,0,38856,178169,6,23,1202.525378,5514.019559,0.185689527,0.711809854,47,12,26,1.454567962,0.371379054,0.804654617
0600000US1500991530,1500991530,60,Kihei,Maui County,Hawaii,20.7831105,-156.4650291,24169,49.3,50.7,21.80113894,631.721017,4.8,2,41.5,51.2,0.8,0.3,21.4,5.2,12.9,44.9,15329,41,1.7,46.7,0.5,0.7,0.9,16.9,3.4,53.3,46.7,7.2,15,35.3,25.2,5.7,0,0.3,558300,2358,36.6,1531,45.4,9049,8.6,28.8,30.3,2.65,1.3,11.3,2.2,12.9,2.6,2.7,28.4,20.9,83.9,1.2,5.4,18.5,8.5,68.7,64.5,3.2,66.8,62.5,21.5,32,0.125460676,1.5,26.8,9.8,4.1,6.2,71564,88395,34.2,18.1,25223,2.7,1.4,34095,5.2,7.8,8.9,8.4,32,7,73.4,0,0.6951053,0.4195,83.35329341,32.10084034,120.3235991,-7.566291252,-8.571428571,1.895734597,46.35364503,96.1,5,1,4,174,74.5625,0,18,0,0,58537,171897,4,29,2421.986843,7112.292606,0.165501262,1.199884149,56,426,67,2.317017667,17.6258844,2.772146138
0600000US1500991890,1500991890,60,Kula,Maui County,Hawaii,20.600356,-156.42133,13477,47.9,52.1,38.52400041,58.40986438,5.4,1.6,50.1,60.2,0.2,0.2,11.5,7.3,8.3,56.5,7838,32.6,4.2,37.7,0.2,0.6,1.7,23.9,4.2,65.6,34.4,2.6,10.7,28.4,28.9,1.8,0.7,1,952600,3097,39.4,1596,49.3,5283,8.2,24,40.5,2.54,0.7,10.8,0.7,13.4,1.1,1.5,20.5,26.1,90.2,1.5,3,8.9,2.3,61.2,58.3,2.6,59.2,56.6,29.9,19.9,1.445966514,4.6,16.5,13.4,4.9,15.7,78563,128106,37.5,20.9,29155,3.7,2.8,50680,8.4,12,14.3,7.1,32,11,61.3,0.057703405,0.482303183,0.5324,64.02877698,53.16518299,115.1309846,-15.02702703,36.84210526,9.523809524,50.93224992,102.1,5,0,0,93,88.5,0,15.5,0,0,46681,201715,0,12,3463.753061,14967.35178,0,0.890405877,2,1,0,0.148400979,0.07420049,0
0600000US1500991980,1500991980,60,Lahaina,Maui County,Hawaii,20.9145445,-156.6471756,23233,51.2,48.8,29.30928925,243.7961772,7.6,1.8,40.2,45.4,0.3,0.1,26.6,5.6,15.6,35.5,12177,37.6,4,39.3,0.3,0.6,1.4,15.1,3.4,50.2,49.8,2.8,12.6,31.3,28.5,6.7,0,0,687300,2588,39.5,1442,36.8,7600,11.9,33.2,35.4,3.01,2.3,7.6,2,10.8,4.7,4.8,35.6,16.9,80.6,1.7,4.4,25.1,14.8,71.1,67.8,2.9,64.9,62.1,15.7,35.4,0.507453219,1.1,39,7.2,3,10.4,78893,110284,35.4,19.7,26956,4,2.2,37473,5,7.9,9.9,5.6,38,9,69.8,0.340938893,1.579649636,0.4788,62.57046223,28.24578791,146.0794844,2.40156836,-3.333333333,0,54.79383267,79.5,5,1,2,225,149.17647,0,18,0,0,60337,141516,6,26,2597.038695,6091.163431,0.258253347,1.119097835,18,1060,24,0.77476004,45.62475789,1.033013386
0600000US1500992070,1500992070,60,Lanai,Maui County,Hawaii,20.8408648,-156.9281974,2826,51.5,48.5,-11.49389289,20.03309571,5,4,49.4,18.8,1.1,0,51.1,6.8,5.7,15.3,1543,25.9,2.8,12.3,0,0,1.1,16.8,4.4,60.6,39.4,3.2,5.6,25.5,16.8,4.5,0,0,413600,1683,32.5,1032,21.2,1143,15.2,24.7,44.9,2.47,0,6.7,3.7,10.5,8.7,3.9,33.9,17,95.9,0.1,0.5,25.6,16.7,54.4,52.4,2,48.8,48.8,11.2,44.3,2.52764613,0,43,9.6,0,3.4,53589,69856,47.5,31.6,16716,8,1.4,29318,4.5,4.6,0.6,8.2,35,17,60,0.432900433,0.141542817,0.4004,137.2413793,50,193.1254429,-21.93959044,-39.39393939,-17.64705882,59.73009918,67.6,5,1,1,73,109.5,0,18,0,0,8012,50129,1,6,2835.102619,17738.49965,0.353857042,2.123142251,0,6,0,0,2.123142251,0
0600000US1500992250,1500992250,60,Makawao-Paia,Maui County,Hawaii,20.8766882,-156.3408796,20436,51,49,11.24659771,471.9839362,6,1.9,41.4,39.5,0.1,0.1,24.3,9,11.8,36.2,7782,9.1,0.5,4.3,0.3,0,1.2,8.8,5,65.9,34.1,1.5,8.9,27.7,20.1,2.3,0,0.2,635000,2443,35.6,1390,37.7,7071,12.1,30.3,31.8,2.83,1.3,10.9,1,14.9,2.1,4,31.3,19.1,92.1,1,1.1,10,4.6,68.3,65.7,2.6,65,63.7,25.7,18.7,1.618655693,2.6,11.4,8.6,4.5,8.7,81512,96713,33.2,21.5,26101,3,2.1,34617,6,10.9,15.9,8.1,36,14,69.6,0.472204336,1.967116853,0.4,60.32295271,59.46475196,158.8666938,-9.471913043,-10.34482759,0,22.22655917,101.5,5,0,0,122,100.90909,0,16,0,0,138566,528505,2,40,6780.485418,25861.46995,9.79E-02,1.957330202,10,0,0,0.48933255,0,0
0600000US1500993060,1500993060,60,Puunene,Maui County,Hawaii,20.8621115,-156.4585175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92.5,,0,0,52,,,,,,,,,,,,,,,,,,,
0600000US1500993330,1500993330,60,Spreckelsville,Maui County,Hawaii,20.907931,-156.4264188,296,47,53,-12.16617211,15.26582984,6.8,0,49.1,86.1,0,3.4,10.5,0,5.1,81.1,210,49,0,75.6,0,0,0,25.7,5.9,82.2,17.8,0,8.4,43,29.9,6.5,0,0,2000000,3156,12.9,,0,107,7.5,39.3,38.3,2.77,0,0,0,14.2,0,0,5.9,20,100,0,0,18.2,0,65.9,62.3,3.6,65.4,59.1,20.4,0,0,0,31.4,12.4,0,42.1,146382,271268,30.8,18.7,43070,0,0,97629,8.7,10.8,31.6,0,23,8,70.5,9.090909091,0,0.4636,,17.41071429,217.3595684,-42.15,-57.64705882,-3.773584906,55.29412475,94.5,,0,0,0,,,,,,784,3628,1,1,2648.648649,12256.75676,3.378378378,3.378378378,32,0,0,108.1081081,0,0
0600000US1500993690,1500993690,60,Waihee-Waikapu,Maui County,Hawaii,20.9497481,-156.5293983,7427,48.3,51.7,118.6340889,135.8429492,6.8,1.1,39.9,29.7,0.2,0,23.3,17.5,13.2,24.7,2314,2.7,0,4.1,0.3,2.5,6.1,39.4,5.3,80.3,19.7,0.9,11.3,19.4,45.6,2.2,0,0.8,589300,1981,28.7,1655,32.8,2252,14.2,39.6,33.4,3.3,0.3,9.2,2.4,11,1.8,2.6,31.7,18.2,92,0.9,2.8,8.6,4.9,70.6,66.7,3.6,67.9,66.9,21.5,24,0.548302872,1.2,15.7,10.2,3.4,9.5,93387,104935,38.8,25.7,35826,2.9,1.4,33334,2.2,6.3,9,2.8,19,12,81.1,0.276548673,0.067321933,0.3651,91.77288528,3.717277487,110.0891266,-5.977272727,44,-6.113537118,45.94078038,88.5,5,0,0,18,114.5,0,18,0,0,49566,224976,2,12,6673.75791,30291.63862,0.269287734,1.615726404,0,0,0,0,0,0
0600000US1500993870,1500993870,60,Wailuku,Maui County,Hawaii,20.8926473,-156.5017651,22782,47.7,52.3,29.27424389,3951.955949,6.3,2.4,38.4,22.6,0.5,0.2,33.1,15.4,12.5,17,8225,9.4,1.2,6.7,0.6,1.3,5.3,19.7,4.8,61.3,38.7,5.6,11.7,31.2,24.4,7.6,0,0.8,518500,2120,30.7,1243,42.6,7450,13.9,35.6,31.9,3.04,1.4,10.6,1.4,12.6,3,5.1,29.4,15,85.7,1,2.4,15.1,9.6,70.2,66.2,3.8,66.5,63.8,21.8,28.5,0.391789456,0.4,20.8,4.7,6.6,7.8,76881,96157,33.1,18.8,23537,5.1,4,32597,8.9,11,12.2,7.3,30,9,71,0.787918582,0.596962514,0.4224,91.82098765,41.99598125,131.0606061,7.661095101,22.58064516,-0.909090909,6.814572683,89.4,5,0,0,312,177.07692,0,18,0,0,102476,465134,3,23,4498.112545,20416.73251,0.131682908,1.009568958,0,0,0,0,0,0
0600000US1500993960,1500993960,60,West Molokai,Maui County,Hawaii,21.1629133,-157.1901883,2368,49.5,50.5,-7.824056053,18.84953787,7.9,2.4,37.8,11.8,0.1,0.3,11.6,60.9,4.1,11.5,1480,45.5,0.8,29.1,1.4,0,1.1,10.7,4.3,62.9,37.1,1.7,7.1,20.1,34.7,5.2,0,0.2,209700,1206,45.3,877,48.8,807,10.5,33.7,42.6,2.93,0.3,5.3,0,9,2.4,3.5,39.2,11.2,90.6,2.5,0.3,5.7,2.2,50.9,47.7,3,46.8,45,16.1,19.2,4.700352526,7.5,5.3,7.3,11.9,0.6,32656,50632,44.2,15.5,15230,9.8,3.2,17473,24.1,26.5,37,17.6,38,14,44.3,0,0,0.4784,58.3032491,37.04545455,59.5890411,13.63700787,-52.38095238,-5.847953216,56.04177023,45,5,0,0,63,100,0,15.5,0,0,1959,2818,1,6,827.2804054,1190.033784,0.422297297,2.533783784,0,0,0,0,0,0
